楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,s1係数(CB無),s2係数(CB無),s3係数(CB無),s4係数(CB無),s5係数(CB無),s6係数(CB無),s外係数(CB無)
457,5,457_5,890,128,704.1,37.2,17.778,35.812,30.591,34.662,34.67,541.184,475.48,51,86,172,202,292,336,486,521,618,660,782,817,612,700,37.2,17.6,34.8,29.2,32.7,32.3,520.3
457,6,457_6,1016,128,803.1,32.6,16.497,31.724,39.585,34.668,43.079,644.677,551.24,43,91,194,239,329,372,539,576,703,740,883,926,691,791,32.6,16.2,30.8,37.7,32.4,39.7,613.7
458,1,458_1,195,121.71429,134.7,3,4.3,7,6.363,6.363,7.07,101.36,79.746,35,37,43,58,83,88,105,113,132,140,163,168,130,147,3,4.3,7,6.3,6.3,7,100.8
458,2,458_2,317,121.71429,263.8,6,9.3,13.3,14.746,10.618,12.546,200.181,152.896,17,22,39,50,84,98,124,139,190,204,250,264,185,215,6,9.3,13.3,14.6,10.5,12.3,197.8
458,3,458_3,711,121.71429,548.7,21.6,20.806,20.298,20.394,23.088,32.611,426.836,344.39,58,84,142,167,225,251,315,336,447,484,587,619,438,507,20.6,19.6,19.9,19.8,22.2,30.9,415.7
458,4,458_4,831,121.71429,871.4,27.049,32.486,42.539,37.44,42.84,47.99,674.729,558.269,89,123,183,222,310,351,404,438,563,598,690,719,550,632,25.9,30,39.3,36,40.8,45,654.4
458,5,458_5,954,121.71429,1033.6,37.37,37.332,48.77,38.03,56.569,59.4,803.544,683.753,105,141,208,257,358,406,479,517,665,705,821,851,648,743,36,35.6,45.3,36.4,53.3,55,772
460,1,460_1,154,108,82.6,3,3,3,3.7,6.6,6.767,56.788,42.951,17,19,25,27,40,42,47,56,71,82,115,126,69,83,3,3,3,3.7,6.6,6.7,56.6
460,2,460_2,265,108,170.7,7,7,10,7.3,7.373,11.831,121.551,81.047,10,15,26,32,51,59,81,90,129,147,190,214,124,149,7,7,10,7.3,7.3,11.7,120.4
460,3,460_3,508,108,372.9,17,15.6,16.362,17.952,16.48,24.464,272.783,199.131,36,50,78,98,133,168,228,250,308,332,393,415,299,348,17,15.6,16.2,17.6,16,23.6,266.9
460,4,460_4,763,108,647.4,26.9,27.068,40.29,29.561,33.384,41.616,470.18,353.115,40,74,139,172,234,277,337,371,450,491,595,635,438,512,26.9,26.8,39.5,28.7,32.1,39.3,454.1
460,5,460_5,940,108,888.7,42.9,41.936,47.588,53.352,34.862,42.586,661.909,506.773,42,92,170,214,290,338,406,450,559,602,736,773,542,634,42.9,41.4,46.3,51.3,33.2,39.8,633.8
461,1,461_1,279,160.55172,146.3,4,5.4,8.3,3.939,7.395,10.812,107.796,100.35,5,8,22,39,64,73,110,121,195,204,243,258,193,218,4,5.4,8.3,3.9,7.3,10.6,106.8
461,2,461_2,452,160.55172,321.9,12,11.5,15.958,8.797,13.39,20.695,245.207,217.835,15,26,54,69,102,122,178,201,310,322,386,412,306,350,12,11.5,15.8,8.7,13,20,240.9
461,3,461_3,885,160.55172,534.7,17.9,20.907,14.382,17.304,20.58,38.306,425.469,359.461,42,67,117,139,212,261,363,395,549,599,770,800,541,628,17.9,20.7,14.1,16.8,19.6,35.8,409.8
461,4,461_4,1266,160.55172,944.6,38.6,54.43,27.151,18.226,57.77,34.65,768.984,664.924,54,91,187,228,376,419,561,616,923,960,1117,1154,911,1036,38.6,53.5,26.2,17.3,53,31.5,724.5
461,5,461_5,1339,160.55172,1236.6,34.7,48.691,49.646,43.575,56.571,44.66,1029.768,926.698,55,95,172,206,351,398,531,575,916,971,1166,1208,899,1032,34.7,48.1,48.2,41.5,51.9,40.6,971.6
462,1,462_1,318,124.13793,133.1,5,5.225,6.06,6.06,9.486,7.548,95.368,69.517,68,71,92,107,118,123,167,180,215,225,243,262,213,243,5,5.2,6,6,9.3,7.4,94.2
462,2,462_2,418,124.13793,248.4,8,8.686,11.615,18.539,18.462,8.24,178.993,142.893,91,98,123,136,160,175,194,220,267,282,313,347,263,303,8,8.6,11.5,18.2,18.1,8,176
462,3,462_3,718,124.13793,520.4,31.108,23.358,29.355,22.048,25.305,23.626,382.198,301.06,142,175,243,279,322,348,408,437,505,529,580,601,498,567,28.8,20.9,28.5,21.2,23.1,22.5,375.4
462,4,462_4,1018,124.13793,707.2,44.994,37.173,38.227,25.62,41.976,37.987,510.981,406.458,173,213,300,327,373,414,507,554,636,680,759,802,626,725,43.4,35.1,37,24.4,38.6,35.5,493.2
462,5,462_5,1105,124.13793,897.3,57.08,51.706,48.048,35.49,45.265,51.408,649.796,530.721,197,245,338,375,438,478,546,598,688,738,829,883,677,786,54,49.2,46.2,32.8,40.4,45.6,629.1
463,1,463_1,178,118.06452,95.2,4.1,3,4.8,6.3,3.03,6.06,68.398,43.047,5,18,41,43,56,76,90,98,104,106,121,126,120,136,4.1,3,4.8,6.3,3,6,68
463,2,463_2,266,118.06452,220.4,7,11,13,11.685,11.11,11.11,157.181,102.151,25,30,46,53,73,83,97,111,126,133,172,182,170,195,7,11,13,11.6,11,11,155.8
463,3,463_3,507,118.06452,311.3,8,20.2,9.898,17.646,24.48,8.034,229.485,151.999,39,64,109,123,162,194,222,246,279,297,356,388,350,398,8,20,9.8,17.3,24,7.8,224.4
463,4,463_4,645,118.06452,493.4,18.3,27.775,17.748,26.236,27.089,23.296,366.694,231.242,51,71,123,149,223,252,288,313,350,373,460,485,451,513,18.3,27.5,17.4,25.6,26.3,22.4,355.9
463,5,463_5,817,118.06452,592.4,29.3,28.28,15.098,32.342,18.512,31.449,458.76,302.127,56,85,143,183,255,302,348,386,446,488,579,624,571,649,29.3,28,14.8,31.4,17.8,29.8,441.3
465,1,465_1,441,139.93632,176.4,7.1,5.101,5.151,5.454,12.852,15.862,127.778,98.476,36,61,96,101,122,127,160,177,250,267,319,336,246,289,7.1,5.1,5.1,5.4,12.6,15.4,125.7
465,2,465_2,555,139.93632,356,18,14.14,16.059,10.16,18.025,20.384,265.683,216.087,63,79,110,123,154,186,197,206,306,327,414,438,302,356,18,14,15.9,10,17.5,19.6,261
465,3,465_3,994,139.93632,683,27.775,25.398,26.328,26.418,33.92,49.466,521.777,419.165,110,141,206,244,297,327,389,418,620,663,767,803,610,708,27.5,23.9,25.6,25.5,32,46.2,502.3
465,4,465_4,1266,139.93632,1167.4,35.374,47.071,45.956,38.568,61.668,79.42,930.155,720.165,148,226,333,387,473,525,589,627,846,890,1017,1066,835,961,34.9,44.7,44,36.5,57.1,72.2,878
465,5,465_5,1456,139.93632,1489.9,34.943,60.105,69.486,69.26,71.219,90.42,1193.807,902.197,194,275,391,450,553,607,679,729,970,1022,1176,1232,958,1101,34.3,55.9,66.1,65,65.1,82.2,1121.3
465,6,465_6,1972,139.93632,1908.3,95.652,57.888,94.468,59.078,83.16,91.85,1564.782,1185.502,269,356,546,621,745,847,939,989,1315,1397,1610,1698,1295,1491,93.2,53,88.1,54.2,75.6,83.5,1460.7
466,1,466_1,192,115.68345,97.4,3,3,3.7,4.8,6.06,3.737,73.517,64.528,27,29,35,37,42,51,83,94,120,125,149,158,81,99,3,3,3.7,4.8,6,3.7,73.2
466,2,466_2,304,115.68345,186.7,10,3.6,4.216,10.403,9.894,11.322,139.004,124.303,38,46,66,83,93,107,154,166,201,216,242,271,150,179,10,3.6,4.2,10.3,9.7,11.1,137.8
466,3,466_3,504,115.68345,370.2,18.4,15.049,12.951,16.83,17.51,13.832,282.743,253.723,66,85,121,143,175,205,280,300,358,395,425,445,274,321,18.4,14.9,12.8,16.5,17,13.3,277.3
466,4,466_4,774,115.68345,631.4,32.724,21.93,31.644,26,26.88,33.812,479.09,431.893,119,150,212,255,297,335,434,467,560,599,666,716,422,499,32.4,21.5,30.8,25,25.6,31.7,464.4
466,5,466_5,904,115.68345,745.8,41.41,20.472,39.327,34.65,32.994,45.692,560.702,501.406,132,170,263,318,374,412,515,556,670,719,782,826,503,591,41,20,38.1,33,31.1,42.4,540.2
467,1,467_1,174,119.13669,102.3,7.7,3,3,3,6.623,5.05,74.341,57.676,16,26,32,34,76,78,83,85,94,105,125,129,93,109,7.7,3,3,3,6.6,5,74
467,2,467_2,308,119.13669,209.1,13,9,10.03,9.494,10.506,7.14,152.042,112.125,36,42,66,74,95,103,119,130,213,225,248,254,210,238,13,9,10,9.4,10.3,7,150.4
467,3,467_3,581,119.13669,431.9,23.3,16.362,18.054,16.524,16.457,32.24,318.925,262.195,58,77,125,151,208,240,277,298,385,417,482,500,379,436,23.3,16.2,17.7,16.2,15.9,31,311.6
467,4,467_4,950,119.13669,786.6,41.208,33.048,37.904,38.48,41.658,48.816,577.098,482.814,101,136,206,250,344,387,447,494,646,696,802,836,638,732,40.8,32.4,36.8,37,39.3,45.2,555.1
467,5,467_5,1064,119.13669,928.9,43.026,37.332,45.366,38.745,48.899,55.46,703.012,589.443,115,150,231,281,391,440,510,564,732,783,890,923,721,827,42.6,36.6,43.7,36.9,45.7,51,672.4
468,1,468_1,308,132.63158,151.7,4,4,9.393,8.383,4.56,8.466,114.578,98.084,48,51,92,95,136,146,158,168,180,206,272,282,261,290,4,4,9.3,8.3,4.5,8.3,113.3
468,2,468_2,585,132.63158,288.9,9.315,8.08,14.382,13.483,5.15,13.755,231.936,202.641,86,106,173,180,258,278,300,320,342,373,505,525,484,540,9.3,8,14.1,13.1,5,13.1,226.3
468,3,468_3,797,132.63158,601.4,31.714,24.888,23.915,24.024,10.488,24.717,481.731,429.301,107,140,233,260,379,408,438,467,498,543,708,737,679,757,31.4,24.4,23.1,23.1,10,23.1,466.3
468,4,468_4,1162,132.63158,1032.6,37.666,24.102,46.135,46.534,28.462,52.25,855.632,741.672,168,213,348,379,560,602,651,693,742,792,1033,1074,985,1101,37.2,23.4,43.9,43.9,26.6,47.5,810.1
468,5,468_5,1470,132.63158,1305,41.192,39.24,60.42,61.046,30.486,64.9,1087.482,962.302,181,233,393,436,632,687,750,805,868,956,1309,1366,1251,1398,40.6,37.8,57,57,28.1,59,1025.5
469,1,469_1,196,122.44898,108.2,4,8,2,4,7.373,7.07,76.378,65.066,3,6,11,17,33,34,39,42,107,116,167,173,105,121,4,8,2,4,7.3,7,75.9
469,2,469_2,393,122.44898,283.2,10,13.2,5.437,9.393,13.26,21.63,215.262,196.207,32,41,57,71,93,119,136,147,244,256,338,350,240,278,10,13.2,5.4,9.3,13,21,211.3
469,3,469_3,503,122.44898,444,16.1,19.151,17.17,16.717,21.726,25.168,337.458,269.818,20,45,89,106,142,154,187,207,265,288,433,458,259,306,16.1,19.1,17,16.5,21.3,24.2,329.8
469,4,469_4,705,122.44898,613.7,24.7,29.29,30.306,23.214,29.224,35.616,461.1,371.98,21,51,101,136,196,228,278,306,408,434,602,640,396,464,24.7,29,29.8,22.7,28.1,33.6,445.8
469,5,469_5,920,122.44898,833.7,22.7,38.584,49.352,27.81,41.895,55.391,636.788,504.656,50,96,168,213,285,323,374,400,530,575,791,832,516,606,22.7,38.1,48.1,27,39.9,51.4,606.5
469,6,469_6,1038,122.44898,678.7,22.826,31.416,37.698,30.264,35.404,36.785,518.933,411.122,111,147,224,256,303,336,416,463,636,656,875,920,624,724,22.6,30.8,36.6,29.1,33.4,34,492.2
470,1,470_1,139,127.2,80.9,3,3,3.7,5,6.3,6.03,54.062,39.7,9,11,14,16,26,35,65,69,80,87,99,103,63,75,3,3,3.7,5,6.3,6,53.9
470,2,470_2,239,127.2,171.6,7,7.3,14,9.09,11.312,11.11,112.997,86.48,41,47,54,63,85,93,115,123,141,151,165,173,111,133,7,7.3,14,9,11.2,11,112.1
470,3,470_3,339,127.2,295.7,14.4,12.3,16.463,12.726,17.646,22.542,203.364,151.439,44,61,78,92,115,131,170,187,226,243,263,279,163,195,14.4,12.3,16.3,12.6,17.3,22.1,200.7
470,4,470_4,539,127.2,466.5,20.3,13.534,27.674,21.216,29.458,32.368,331.364,265.65,61,82,106,122,149,173,236,263,327,356,395,421,224,276,20.3,13.4,27.4,20.8,28.6,31.2,324.8
470,5,470_5,639,127.2,566.6,28.55,28.583,37.026,29.561,37.128,36.855,383.631,361.424,87,111,138,160,205,237,340,374,446,483,533,571,324,386,28.4,28.3,36.3,28.7,35.7,35.1,374.1
471,1,471_1,134,91.875,78,3.7,3,2,5,6,9.09,49.475,42.405,10,19,23,25,29,30,35,39,82,87,123,128,81,92,3.7,3,2,5,6,9,49.3
471,2,471_2,238,91.875,189.9,5.2,6,6,7.6,13.13,21.624,132.144,103.278,15,30,38,43,51,54,68,87,146,157,201,213,144,165,5.2,6,6,7.6,13,21.2,130.9
471,3,471_3,500,91.875,467.5,11.6,26.462,16.059,23.46,30.9,50.128,320.953,260.841,33,70,115,138,164,196,232,254,341,373,434,462,336,385,11.6,26.2,15.9,23,30,48.2,312.6
471,4,471_4,651,93.75,680.2,25.1,35.087,36.663,36.006,43.16,53.057,471.887,407.101,2,32,75,114,155,185,239,284,452,485,568,603,447,512,25.1,35,36.3,35.3,41.5,50.5,456.5
471,5,471_5,769,93.75,824.6,28.4,58.58,37.434,37.765,57.435,64.198,571.257,504.469,29,74,128,166,205,236,283,337,512,558,673,718,505,579,28.4,58,36.7,36.7,54.7,60.3,549.8
472,1,472_1,402,130.66667,161.6,4,4,9.3,9.696,5.916,8.137,122.719,102.706,34,37,60,63,77,87,124,137,206,236,338,353,333,372,4,4,9.3,9.6,5.8,7.9,121
472,2,472_2,462,130.66667,415.6,16,15.15,19.392,21.42,9.888,20.69,320.641,270.399,36,51,109,123,154,173,208,224,307,330,390,405,386,431,15,15,19.2,21,9.6,18,317.8
472,3,472_3,724,130.66667,634.8,10.9,17.184,23.664,34.505,10.873,38.584,521.21,431.96,37,82,180,205,244,268,331,360,481,521,617,648,609,680,10.9,17,23.2,33.5,10.4,32.4,507.4
472,4,472_4,1022,130.66667,1031.5,41.4,37.496,38.565,57.824,44.015,51.664,808.772,670.432,52,85,197,240,295,336,435,486,676,712,853,902,840,942,41.4,35.8,37.5,55.6,40.4,43.8,777
472,5,472_5,1199,130.66667,1251.1,56.4,70.482,44.702,77.8,50.758,68.16,947.849,802.949,43,80,202,256,329,380,474,530,762,804,998,1054,982,1100,55.4,67.1,43.4,72.5,46.4,61,905.3
473,1,473_1,254,121.53846,114.6,4,4,8,8,5.353,7.171,78.764,57.502,12,15,46,49,64,70,90,96,118,133,163,170,161,185,4,4,8,8,5.3,7.1,78.2
473,2,473_2,336,121.53846,243.2,7,8.8,15.453,15.453,9.696,13.362,176.35,123.661,17,23,61,75,106,121,146,161,188,200,222,235,219,250,7,8.8,14.3,14.3,8.6,13.1,177.1
473,3,473_3,678,121.53846,380.3,17.4,17.675,22.644,27.913,14.986,30.87,259.602,186.216,42,61,140,168,229,263,301,338,374,404,515,546,511,576,16.4,17.5,22.2,24.1,13.5,29.4,257.2
473,4,473_4,764,121.53846,575.3,30.3,31.108,43.503,36.771,18.72,25.62,408.459,270.249,38,76,152,187,263,304,359,391,451,480,570,596,564,638,29.3,28.8,39.6,32.7,17,24.4,403.5
473,5,473_5,1023,121.53846,805.6,42.21,37.026,36.017,50.028,39.631,44.298,592.412,430.748,52,101,254,293,395,429,489,530,582,615,726,764,714,815,40.2,34.3,32.7,47.8,36.6,40.4,573.6
474,1,474_1,286,95.5102,132.4,5,6.4,6.8,8.484,11.866,10.608,84.69,75.306,15,19,41,59,65,85,122,133,188,211,255,266,121,147,5,6.4,6.8,8.4,11.7,10.4,83.7
474,2,474_2,344,95.5102,279,15.1,10.6,15.6,15.15,16.799,21.552,187.451,161.392,7,20,43,57,69,85,117,131,180,204,286,309,115,148,15.1,10.6,15.6,15,16.6,21,185.1
474,3,474_3,628,95.5102,536.2,26.5,30.704,24.875,29.447,34.72,42.84,361.589,313.993,15,52,110,140,190,229,279,308,386,431,523,556,274,335,26.5,30.4,24.5,28.8,33.6,40.8,351.6
474,4,474_4,825,95.5102,764.4,42.9,38.38,39.372,40.582,50.505,64.523,516.45,441.808,17,65,144,188,252,292,364,400,518,565,686,734,359,440,42.9,38,38.6,39.4,48.1,60.5,496.9
474,5,474_5,1013,95.5102,982.6,46.5,45.57,41.406,51.376,62.01,69.552,711.269,607.827,31,86,183,239,303,345,426,472,623,685,848,899,420,520,46.5,44.8,40.2,49.4,58.5,64.4,678.8
474,6,474_6,1267,95.5102,1179.6,52.2,32.13,77.986,45.309,67.473,86.02,890.05,749.03,25,91,210,279,385,448,557,621,791,848,1052,1116,549,674,52.2,31.5,75.2,43,62.6,78.2,836.9
475,1,475_1,211,112.70718,119.2,4,4,4,9.696,5.05,8.686,84.473,70.414,38,41,55,58,65,68,105,118,136,139,168,181,166,185,4,4,4,9.6,5,8.6,84
475,2,475_2,355,112.70718,295.6,14.7,14,14.14,13.736,15.606,12.852,213.942,178.5,32,47,76,89,111,124,154,171,204,220,283,300,279,312,14.7,14,14,13.6,15.3,12.6,211.4
475,3,475_3,735,112.70718,599.2,28.2,30.704,29.784,24.514,16.952,34.556,451.549,382.557,67,97,143,170,215,241,325,379,444,476,603,651,589,660,28.2,30.4,29.2,23.8,16.3,32.6,438.7
475,4,475_4,930,112.70718,958,47.147,42.432,39.552,48.464,22.397,60.137,735.553,616.943,90,133,202,241,302,339,431,479,555,614,779,824,765,856,46.8,41.6,38.4,46.6,21.3,55.9,707.4
475,5,475_5,1074,112.70718,1236.9,63.63,56.406,52.942,61.845,46.591,78.328,936.352,779.052,108,159,240,282,351,397,507,559,652,721,896,950,882,988,63,55.3,51.4,58.9,43.9,71.9,892.5
476,1,476_1,128,126.22222,87.8,3,6,3.7,4,3.7,4,63.5,46,19,21,27,31,43,52,59,61,66,75,85,88,83,94,3,6,3.7,4,3.7,4,63.4
476,2,476_2,306,126.22222,218.9,11,11,6.464,9.09,10.403,11.22,161.883,130.611,54,64,88,98,122,140,160,166,180,191,226,235,222,250,11,11,6.4,9,10.3,11,160.2
476,3,476_3,422,126.22222,420.4,18.1,18.281,13.837,17.34,15.402,17.613,326.55,255.878,52,68,102,118,152,169,209,221,248,272,334,350,328,369,18.1,18.1,13.7,17,15.1,17.1,321.3
476,4,476_4,601,126.22222,554,30.2,29.492,14.994,26.7,23.793,26.208,415.922,331.122,56,85,138,166,216,234,295,314,350,380,469,494,457,516,30.2,29.2,14.7,26,23.1,25.2,405.6
476,5,476_5,783,126.22222,719.8,35.534,35.835,20.604,37.44,28.373,36.676,549.246,445.086,80,116,173,209,263,299,412,440,492,526,634,671,621,697,35.4,35.4,20.2,36,27.1,34.6,531.1
477,1,477_1,223,120,106.4,4,5.4,4,8.3,5.353,8.383,71.562,55.812,41,44,49,66,71,74,89,98,122,147,175,184,173,193,4,5.4,4,8.3,5.3,8.3,71.1
477,2,477_2,417,120,224,10.1,6.161,12.12,15.3,9.18,15.656,159.863,112.759,108,117,133,166,189,200,226,238,268,294,339,353,335,374,10,6.1,12,15,9,15.2,156.7
477,3,477_3,634,120,420.3,10.966,21.412,21.216,17.51,20.806,22.642,317.431,225.358,94,112,170,195,229,265,313,337,374,395,484,509,476,537,10.9,21.2,20.8,17,20.2,21.7,308.5
477,4,477_4,871,120,742.2,27.472,28.254,34.917,27.872,34.02,45.38,574.698,395.647,130,167,230,268,329,369,427,458,521,565,685,721,673,759,27.2,27.7,33.9,26.8,32.4,42.6,551.6
477,5,477_5,876,120,993.9,32.32,50.286,44.29,61.36,41.055,70.23,735.593,527.839,142,173,227,274,340,381,448,492,557,594,676,719,662,748,32,49.3,43,59,39.1,66,705.5
478,1,478_1,193,98.46154,99.2,5,4,5.9,8.686,7.07,7.777,61.37,54.704,37,40,45,48,77,99,118,130,145,151,167,179,117,135,5,4,5.9,8.6,7,7.7,61
478,2,478_2,312,98.46154,242.6,15.1,10,21.311,15.958,14.076,16.218,152.575,135.577,26,40,67,76,129,143,175,198,226,255,274,290,172,202,14.1,9,19.1,13.8,11.8,14.9,159.9
478,3,478_3,515,98.46154,428.5,12.7,18.483,35.802,26.04,29.046,31.72,284.167,228.078,34,61,106,135,205,228,276,303,336,379,417,455,272,321,12.7,18.3,33.1,24.5,27.2,29.5,283.2
478,4,478_4,698,98.46154,625.6,34,26.866,41.166,33.784,43.264,37.8,426.381,355.723,67,98,151,182,269,303,353,396,451,498,546,592,346,414,32,26.6,38.3,30.8,40.6,35,422.3
478,5,478_5,930,98.46154,795.1,47.824,32.436,55.388,38.035,44.585,50.771,557.007,480.827,98,151,227,265,370,414,477,549,653,709,781,825,466,556,45.4,31.8,51.6,34.4,41,45.3,545.6
480,1,480_1,262,121.6,113.9,4,4,5.3,8.08,5.05,7.373,81.072,55.378,23,26,49,52,59,84,114,120,155,167,189,198,188,213,4,4,5.3,8,5,7.3,80.3
480,2,480_2,425,121.6,319.7,14.3,16.362,13.261,15.3,13.158,16.48,236.379,174.227,46,61,120,145,190,203,225,237,274,288,327,339,325,364,14.3,16.2,13.1,15,12.9,16,232.2
480,3,480_3,656,121.6,540,23.6,24.745,24.48,32.548,20.384,25.305,404.665,274.277,72,100,173,196,249,272,315,343,412,439,507,528,502,565,22.6,23.5,24,30.6,19.6,23.1,396.6
480,4,480_4,933,121.6,797.2,33.461,34.884,39.243,45.032,29.275,39.162,609.528,437.037,82,117,239,277,360,398,452,489,580,613,723,761,717,808,32.3,33.2,37.1,43.3,27.8,34.6,588.9
480,5,480_5,1171,121.6,968.1,40.905,46.144,45.31,38.644,38.092,58.066,752.239,556.542,119,172,309,363,460,507,565,617,735,773,897,946,889,1005,39.5,43.8,41.5,36.7,35.6,52.3,718.7
481,1,481_1,211,120,109.1,5.4,8,6.3,4.532,8.08,4.646,72.692,66.98,13,30,49,55,75,83,97,114,144,150,175,200,142,162,5.4,8,6.3,4.5,8,4.6,72.3
481,2,481_2,331,120,230,13.5,13.332,10.807,9.956,13.26,4.722,166.991,154.734,69,86,109,123,152,168,197,213,246,256,286,311,243,275,13.5,13.2,10.7,9.8,13,4.6,165.2
481,3,481_3,557,120,425.1,20.5,22.523,17.34,14.748,24.014,11.409,323.355,302.335,65,89,130,154,214,239,289,342,400,421,485,535,394,448,20.5,22.3,17,14.4,23.1,10.9,316.9
481,4,481_4,728,120,576.4,23.176,26.664,23.358,25.658,28.77,22.896,442.861,402.355,92,123,171,196,261,290,367,411,527,555,641,681,518,590,23,26.4,22.9,24.9,27.4,20.6,431.2
481,5,481_5,938,120,883.9,36.865,38.964,49.759,53.445,54.664,24.516,662.957,621.682,122,162,236,271,357,401,504,553,671,711,822,872,659,749,36.5,36.2,47.3,49.9,51.4,21.7,640.9
482,1,482_1,285,119.32961,155.3,4,4.7,9.613,8.686,9.455,4.08,116.316,103.668,3,6,31,41,91,104,133,146,197,207,248,251,194,220,4,4.7,9.6,8.6,9.3,4,115.1
482,2,482_2,419,119.32961,311.3,8,12.3,16.362,13.736,16.615,15.45,233.699,201.713,11,18,51,65,125,141,176,193,293,309,373,387,286,326,8,12.3,16.2,13.6,16.2,15,230
482,3,482_3,706,119.32961,656.1,24,30.502,28.152,24.838,39.104,31.008,495.674,450.752,13,34,109,135,211,235,287,316,410,438,597,626,398,468,24,30.2,27.6,24.3,37.6,29.3,483.1
482,4,482_4,917,119.32961,882.8,30,35.754,40.685,37.544,59.678,41.04,673.634,592.91,23,50,150,182,303,336,407,446,657,695,806,841,638,727,30,35.4,39.5,36.1,56.3,38,647.5
482,5,482_5,976,119.32961,1117.5,46,44.784,54.384,48.695,57.439,55.13,860.576,773.336,22,63,175,215,350,395,494,538,699,763,859,905,678,774,46,44.2,52.8,46.5,53.7,51,823.3
483,1,483_1,157,126.72,94.3,3,3,4.1,3.7,6.06,6.666,68.239,59.856,5,7,38,40,46,59,72,90,107,112,135,146,105,119,3,3,4.1,3.7,6,6.6,67.9
483,2,483_2,291,126.72,162.8,8,7,5.603,8.181,11.22,5.916,118.718,101.174,29,36,68,73,84,103,138,158,206,216,253,265,202,230,8,7,5.6,8.1,11,5.8,117.3
483,3,483_3,475,126.72,292.6,24,10.4,13.029,13.26,14.42,14.456,208.624,191.464,39,50,61,73,121,140,222,240,358,371,428,447,354,400,24,10.4,12.9,13,14,13.9,204.4
483,4,483_4,664,126.72,514.9,34.4,12.524,23.735,16.93,28.08,40.163,375.088,332.224,52,77,102,116,159,195,284,316,432,467,583,618,419,484,34.4,12.4,23.5,16.5,27,38.1,363
483,5,483_5,857,126.72,702.8,32.257,12.333,30.09,20.28,38.16,49.755,552.406,492.58,79,129,183,202,263,294,422,463,624,654,759,791,613,697,32.1,12.2,29.5,19.5,36,46.5,527
484,1,484_1,227,121.51899,142.7,4.7,4.7,6.7,10.5,7.474,9.625,99.968,89.35,3,13,29,39,51,61,73,83,152,162,193,203,150,171,4.7,4.7,6.7,10.5,7.4,9.5,99.2
484,2,484_2,366,121.51899,263.1,7.5,5.5,10.908,16.463,14.586,16.171,195.715,174.6,9,20,49,76,109,124,144,157,250,263,301,322,246,281,7.5,5.5,10.8,16.3,14.3,15.7,193
484,3,484_3,572,121.51899,529.2,18.5,21.715,22.523,31.62,22.853,34.752,389.581,347.141,17,39,102,125,158,180,228,248,387,409,486,509,379,435,18.5,21.5,22.3,31,22.1,33.3,380.5
484,4,484_4,916,121.51899,888.4,26.7,42.622,42.534,50.882,42.91,62.488,656.191,590.345,47,77,154,190,241,277,327,363,599,638,748,783,586,676,26.7,42.2,41.7,49.4,40.5,58.4,629.5
484,5,484_5,1057,123.03797,1050.8,35.6,40.392,41.2,62.92,54.757,68.016,803.477,720.447,49,87,203,256,330,384,454,498,758,807,942,983,744,848,35.6,39.6,40,60.5,51.1,62.4,761.6
485,1,485_1,196,139.5924,116.2,3,7,4.8,3,6.06,8.181,84.697,73.789,35,37,43,48,59,79,89,91,120,125,160,177,118,135,3,7,4.8,3,6,8.1,84.3
485,2,485_2,419,139.5924,242.1,9.7,11.312,6.161,10.496,12.342,10.815,185.193,160.14,61,76,104,116,140,173,200,212,280,292,355,385,275,314,9.7,11.2,6.1,10.3,12.1,10.5,182.2
485,3,485_3,521,139.5924,441.5,21.1,21.412,15.251,18.972,25.853,8.632,337.96,304.614,57,78,119,138,179,193,231,254,329,350,424,467,322,373,20.1,21.2,15.1,18.6,25.1,8.3,333.1
485,4,485_4,851,139.5924,700.9,37.471,31.008,20.806,29.224,43.672,25.466,538.934,485.853,133,170,240,271,328,366,430,467,603,642,723,771,589,674,35.1,30.4,20.2,28.1,41.2,23.8,522.1
485,5,485_5,918,139.5924,787.5,28.381,27.744,33.372,31.824,37.736,52.119,607.388,538.32,151,179,242,277,343,377,436,471,629,675,774,826,612,703,27.1,27.2,32.4,30.6,35.6,48.5,586.1
486,1,486_1,337,124.29598,197.1,6,5.4,9,11.615,9.141,7.14,150.804,128.928,13,18,56,73,82,88,145,160,189,215,267,272,143,175,6,5.4,9,11.5,9,7,149.2
486,2,486_2,501,124.29598,369.5,11.6,15.15,18.152,20.604,12.566,16.12,282.516,235.582,44,60,137,149,188,209,266,287,325,356,412,427,262,311,11.6,15,17.9,20.2,12.2,15.5,277.1
486,3,486_3,1054,124.29598,717,29.492,27.81,42.916,23.896,30.949,43.2,551.677,459.358,132,169,324,346,392,424,580,616,678,722,849,885,576,680,29.2,27,41.4,22.7,29.1,40,527.6
486,4,486_4,1387,124.29598,1298,49.995,54.978,77.805,53.323,55.372,64.57,1019.872,802.622,131,178,373,433,534,596,765,818,919,980,1176,1228,754,892,49.5,53.1,74.1,49.7,50.8,58.7,962.1
